Reg_ICA,Titular,Estado,Producto,Activos,Cantidades,Indicaciones,Precauciones,Laboratorio_Productor,Pais_Origen,Importador,Empaques,Especies,Tiempo_Retiro,Tipo_Medicamento,Estado_Clean,Origen_Clasif
8408-BV,ZOETIS INC.,VIGENTE,Poulvac E coli,"Producto Organismo Modificado Geneticamente
Cada dosis de vacuna contiene:

Cultura bacteriana de Escherichia coli


Autorizacion para el uso (importacion y comercializacion) de la vacuna aviar reconbinante para la inmunizacion activa contra la enfermedad de Gumboro, mediante Resolucion 001252 de abril 9 de 2010
",≥6.5 x 10⁶ CFU,En pollos sanos de un dia de edad o mayores como ayuda en la prevencion de la enfermedad causada por Escherichia coli.,Uso Veterinario.  Manténgase fuera del alcance de los niños.  Almacene entre 2 y 7°C. No vacunar dentro de los 21 dias previos al sacrificio. Incinenar el recipiente y el contenido no usado.,No informa.,Estados Unidos.,No aplica.,"Frascos en PEAD por 1000, 5000, 10000 y 20000 dosis.",Aves,Carne: 21 dias,Antibióticos,VIGENTE,EXTRANJERO (Importado)
8410-BV,CENTRO DIAGNÓSTICO VETERINARIO S.A.,VIGENTE,CDVac CLOSTRIMAX P,"Cada dosis de 5 mL de suspensión antes de inactivar contiene anacultivos, toxoides y bacterinas de:

Clostridium chauvoei
Clostridium septicum
Clostridium perfringens tipo A 
Clostridium perfringens tipo B
Clostridium perfringens tipo C
Clostridium perfringens tipo D
Clostridium novyi tipo A
Clostridium novyi tipo B
Clostridium novyi tipo D
Clostridium sordelli
Pasteurella multocida biotipo A
Pasteurella multocida biotipo D
Mannheimia haemolytica","


≥5x10⁹ bacterias
≥5x10⁹ bacterias
≥200 DL₅₀
≥500 DL₅₀
≥500 DL₅₀
≥5.000 DL₅₀
≥2x10⁹ bacterias
≥2x10⁹ bacterias
≥5x10⁹ bacterias
≥2x10⁹ bacterias
≥1x10⁹ bacterias
≥1x10⁹ bacterias
≥1x10⁸ bacterias","En bovinos y ovinos como vacuna preventiva de carbunco sintomático, gangrena gaseosa, enterotoxemia, edema maligno, hepatitis necrosante, muerte súbita, cabeza hinchada y hemoglobinuria y de cuadros respiratorios causados por pasteurelosis.","Uso veterinario. Manténgase fuera del alcance de los niños. Venta bajo fórmula del Médico Veterinario. Se puede aplicar a hembras gestantes en el último tercio de la gestación. Pueden ocurrir reacciones locales en el sitio de inoculación que desaparecen con el tiempo y esporádicamente reacciones de tipo anafilactoide, en cuyo caso aplicar corticoides de acción rápida. Se debe evitar al máximo el estrés en vacas y ovejas que se encuentran en su último tercio de gestación. No aplica.r en animales enfermos o que presenten inmunodeficiencias. Conservar entre 4°C y 8°C. Agite antes de usar.",CENTRO DIAGNÓSTICO VETERINARIO S.A.,Argentina.,VALLECILLA B. Y VALLECILLA M. Y CÍA. S.C.A. - CARVAL DE COLOMBIA,Envase en polipropileno por 125 mL (25 dosis bovinos y 40 dosis ovinos) o 250 mL (50 dosis bovinos y 80 dosis ovinos).,Bovinos y Ovinos.,No aplica.,Antibióticos,VIGENTE,EXTRANJERO (Importado)
8411-MV,HEEL COLOMBIA LTDA,VIGENTE,EUPHORBIUM COMPOSITUM AD US. VET.,"Cada ampolla de 5 mL contiene:

Pullsatilla pratensis D2
Luffa aperculata D6
Hydrargyrum biiodatum D6
Mucosa nasalis suis D8
Hepar sulfuris D10
Argentum nitricum D10
Sinusitis-nosode D13
Euphorbium D4","_x000D_
_x000D_
50 mg._x000D_
50 mg._x000D_
50 mg._x000D_
50 mg._x000D_
50 mg._x000D_
50 mg._x000D_
50 mg._x000D_
50 mg.","En equinos, bovinos, porcinos, ovinos, caninos y gatos como medicamento homeopático, Indicaciones y posología a criterio del Médico Veterinario",Venta bajo formula del Médico Veterinario. Manténgase fuera del alcance de los niños. Consérvese en lugar fresco (Almacenar a no más de 30°C) y seco protegido de la luz. Uso Veterinario,BIOLOGISCHE HEILMITTEL HEEL GMBH,Alemania.,HEEL COLOMBIA LTDA.,"Ampolla incolora en vidrio borosilicato, tipo OPC (One Point Cut) clase hidrolitica I por 5 mL. _x000D_
Caja plegadiza que contiene 1 o 5 ampollas incoloras de vidrio borosilicato, tipo OPC (One Point Cut) clase hidrolitica I por 5 mL.","Bovinos, Caninos, Equinos, Felinos, Ovinos y Porcinos.",No aplica.,Antibióticos,VIGENTE,EXTRANJERO (Importado)
8412-MV,HEEL COLOMBIA LTDA.,VIGENTE,TRAUMEEL LT AD US. VET.,"Cada 5 mL de solución inyectable contienen:

Aconitum napellus D4
Arnica montana D4
Atropa belladonna D4
Bellis perennis D4
Calendula officinalis D4
Matricaria recutita D5
Echinacea angustifolia D4
Echinacea purpurea e planta tota D4
Hamamelis virginiana D4
Hypericum perforatum D4
Achillea millefolium D5
Symphytum officinale D8
Hepar sulfuris D6
Mercurius solubilis Hahnemanni D8","


300 mg
500 mg
500 mg
250 mg
500 mg
500 mg
125 mg
125 mg
  50 mg
150 mg
500 mg
500 mg
500 mg
250 mg",A criterio del Médico Veterinario.,"Uso Veterinario. Venta bajo fórmula del Médico Veterinario. Manténgase fuera del alcance de los niños. Conservar el producto protegido del calor, luz y humedad.  Manténgase alejado de aparatos eléctricos o que emitan ondas electromagnéticas. Almacenar a no más de 30°C.",BIOLOGISCHE HEILMITTEL HEEL GMBH,Alemania.,HEEL COLOMBIA LTDA.,"Ampolla incolora de vidrio borosilicato, tipo OPC (One Point Cut), clase hidrolítica I por 5 mL._x000D_
Caja plegadiza que contiene 1 o 5 ampollas incoloras de vidrio borosilicato, tipo OPC (One Point Cut), clase hidrolítica I por 5 mL.","Bovinos, Caninos, Equinos, Felinos,  Ovinos y Porcinos.",No informa,Antisépticos,VIGENTE,EXTRANJERO (Importado)
8413-MV,CIPLA LTDA,VIGENTE,DOXYCIP 50%,"Cada g de polvo oral contiene:

Doxiciclina hiclato","

500 mg","En pollos de engorde, pollas de levante para el control y tratamiento de la sinovitis infecciosa causada por Mycoplasma synoviae y las enfermedades infecciosas tracto respiratorio y digestivo producidas por: Haemophilus sp., Mycoplasma sp., Escherichia coli, Pasteurella sp., Staphylococcus sp., Streptococcus sp., Clostridium sp., Corynebacterium sp., Bordetella sp., y Campylobacter sp.","Las aves tratadas no deben sacrificarse para consumo humano hasta 7 días después de finalizado el tratamiento. No administrar a aves ponedoras en producción de huevos para el consumo humano. Consérvese en lugar fresco (temperatura inferior a 25 °C), seco y protegido de la luz. Uso Veterinario. Manténgase fuera del alcance de los niños. Venta bajo formula del Médico Veterinario",CIPLA LTD,India.,APOLO FARMA Ltda.,Frascos de PEAD por 100 y 1000 g.,Aves.,"Carne: 7 dias_x000D_
No en aves productoras huevos consumo humano",Antibióticos,VIGENTE,EXTRANJERO (Importado)
8414-MV,CIPLA LTDA,VIGENTE,FLORCOL,"Cada mL. de solucion inyectable contiene:_x000D_
_x000D_
Florfenicol","_x000D_
_x000D_
300 mg.","En bovinos y porcinos para el tratamiento de infecciones causadas por: Bovinos: Pasteurella haemolytica. Pasteurella multocida. Fusobacterium necrophorum y Bacteroides melaninogenicus. Porcinos: Pasteurella multocida, Alctinobacillus pleuropneumoniae y Mycoplasma hyopneumoniae","Los bovinos tratados por vía intramuscular no deben sacrificarse para consumo humano hasta 30 días después de finalizado el tratamiento. Los bovinos tratados por vía subcutánea no deben sacrificarse para consumo humano hasta 44 días después de finalizado el tratamiento. No se permite uso en bovinos productores de leche para consumo humano. Los porcinos tratados no deben sacrificarse para consumo humano hasta 21 días después de finalizado el tratamiento. Consérvese en lugar fresco, seco y protegido de la luz. Uso Veterinario. Manténgase fuera del alcance de los niños. Venta bajo formula del Médico Veterinario",CIPLA LTD,India.,APOLO FARMA Ltda.,"Frasco de vidrio tipo I por 20, 50 y 100 mL.",Bovinos y Porcinos.,"Carne Bovinos: Via intramuscular: 30 dias_x000D_
Carne Bovinos: Via subcutanea: 44 dias_x000D_
Carne Porcinos: 21 dias ",Endectocida,VIGENTE,EXTRANJERO (Importado)
8415-MV,CIPLA LTDA,VIGENTE,VETMOX 15% L.A.,"Cada mL. de solución inyectable contiene:_x000D_
_x000D_
Amoxicilina trihidrato (Equivalente a 150 mg./mL. de amoxicilina)","_x000D_
_x000D_
172.16 mg.","En bovinos, porcinos, ovinos, caninos y gatos para el tratamiento de infecciones causadas por Actinobacillus sp., Actinomyces bovis, Bacillus anthracis, Bordetella bronchiseptica, Clostridium sp., Corynebacterium sp., Escherichia coli., Erysipelothrix rhusiopathiae, Haemophilus sp., Klebsiella pneumoniae, Pasteurella sp., Proteus sp., Salmonella sp., Staphylococcus sp. y Streptococcus sp.","Los animales tratados no deben sacrificarse para consumo humano hasta 21 días después de finalizado el tratamiento. La leche producida durante el tratamiento y 60 horas después de finalizado el mismo no debe darse al consumo humano. Consérvese en lugar fresco, seco y protegido de la luz. Uso veterinario. Manténgase fuera del alcance de los niños. Venta bajo formula del Médico Veterinario",RICHMOND Division Veterinaria S.A.,India.,APOLO FARMA Ltda.,Frascos de vidrio tipo I por 100 y 150 mL. ,"Bovinos, Porcinos, Ovinos, Caninos y Felinos","Carne: 21 dias_x000D_
Leche: 60 horas_x000D_
",Endectocida,VIGENTE,EXTRANJERO (Importado)
8416-MV,PISA AGROPECUARIA S.A. DE CV,VIGENTE,3 SULFAS PISA,"Cada mL. de solución inyectable contiene:_x000D_
_x000D_
Sulfametazina sódico (Equivalente a 66.6 mg. de sulfametazina)_x000D_
Sulfamerazina sódica monohidrato (Equivalente a 66.6 mg. sulfamerazina)_x000D_
Sulfadiazina sódica (Equivalente a 66.6 mg. de sulfadiazina)","_x000D_
_x000D_
_x000D_
72 mg._x000D_
_x000D_
76.8 mg._x000D_
_x000D_
72.6 mg.","En bovinos, equinos, cerdos, ovinos, caprinos y perros para el tratamiento de las infecciones causadas por gérmenes sulfamida sensibles. Seumonias y Bronconeumonias (haemophilus sp., Pasteurella spp., Streptococcus pigenes, Streptococcus pneumoniae, Staphylococcus spp.) Metritis y retención placentaria (Actinomyces piogenes), mastitis agudas (Staphylococcus spp., Escherichia coli, Klebsiella spp., Enterobacter spp.), Pasterelosis neumonica y Poliastritis (Pasteurella spp., Haemophilus spp.), Necrobacilosis bovina, del ganado lanar y cabrío y Pseudodifteria de los terneros (Fusobacterium necrophorum) y Septicemia hemorragica (Pasteurella multocida). En cerdos en enteritis necrótica (Clostridium perfringens). En perros en neumonías, Bronconeumonías /Haemophilus spp., Pasteurella spp., Streptococcus piogenes, Streptococcus pneumoniae y Staphylococcus spp.)",Los animales tratados no deben sacrificarse para consumo humano hasta 10 días después de finalizado el tratamiento. La leche producida durante el tratamiento y 96 horas después de finalizado el mismo no debe darse para el consumo humano. Manténgase fuera del alcance de los niños. Venta bajo formula del Médico Veterinario. Manténgase a temperatura ambiente,Laboratorios PISA S.A. DE C.V.,México.,PISA Farmaceutica de Colombia S.A.,"Frascos de vidrio ambar tipo III por 100, 250 y 500 mL.","Bovinos, Equinos, Porcinos, Ovinos, Caprinos y Caninos","Carne: 10 dias_x000D_
Leche: 96 horas",Antisépticos,VIGENTE,EXTRANJERO (Importado)
8417-MV,VICAR FARMACEUTICA S.A.,VIGENTE,FLORTIFEN 20%,"Cada 100 g de polvo oral continen:

Florfenicol","

20 g","En aves: (Pollos de engorde y pollas de reemplazo) para el tratamiento de las infecciones producidas por Escherichia coli, Pasteurella multocida, Mannheimia haemolytica, Avibacterium sp., Haemophilus sp., Streptococcus sp. y Staphylococcus sp. En cerdos: Para el tratamiento de enfermedades producidas por Pasteurella sp., Actinobacillus pleuropneumoniae y Haemophilus sp.",Uso Veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Las aves tratadas no deben sacrificarse para consumo humano hasta cinco (5) días después de finalizado el tratamiento. Los porcinos tratados no deben sacrificarse para consumo humano hasta quince (15) días después de finalizado el tratamiento. No administrar en aves de postura cuyos huevos se destinen al consumo humano. Almacenar a temperatura inferior a 30°C.,VICAR FARMACÉUTICA S.A.,Colombia.,No aplica.,"Sobre trilaminado de polietileno y aluminio por 10, 25, 50, 100, 250, 500 o 1.000 g.
Sobre trilaminado de polietileno y aluminio por 5 o 25 kg. ",Aves y Porcinos.,"Carne: Aves 5 días
Carne: Porcinos 15 días

No en aves productoras de huevos consumo humano",,VIGENTE,COLOMBIA (Fabricado Nacional)
8418-MV,DIMAPLAB S.A.S.,VIGENTE,DIMAPSELL 2500,"Cada 100 mL de solución tópica contienen:

Complejo yodado [Mezcla de nonil fenol etoxilado10 moles (2,55 g) y yodo perlado (0,26 g)]","

2,81 g",En bovinos como presellador y sellador de pezones.,"Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No mezclar con otros químicos, ni diluir la fórmula. No devolver sobrantes de aplicaciones al envase original. Manipular el producto con guantes y protección para los ojos o para el rostro, utilizar ropa protectora. Almacenar a una temperatura inferior a 30°C, protegido de la luz solar.",DIMAPLAB S.A.S.,Colombia.,No aplica.,"Garrafa en PEAD blanco con tapa de seguridad en PP blanca por 1 o 3,8 L (1 galón).
Garrafa en PEAD blanco con tapa en PP blanca por 19 L (5 galones).
Garrafa en PEAD azul con tapa en PP blanca por 57 L (15 galones). 
Garrafa en PEAD blanco con tapa tambor en PP con sello de seguridad en PEAD blanco por 209 L (55 galones).
",Bovinos.,No aplica.,Endectocida,VIGENTE,COLOMBIA (Fabricado Nacional)
8419-MV,LABORATORIO COLOMBIANO DE VETERINARIA S.A.S.,VIGENTE,DICLOCILINA,"Cada mL de solución inyectable contiene:

Oxitetraciclina base
Diclofenaco sódico (Equivalente 4,65 mg)
","
200 mg
    5 mg","En bovinos, caprinos, ovinos y porcinos, para el tratamiento de para el tratamiento de Anaplasma sp., Clostridium sp., Leptospira sp., Haemophilus sp., Campylobacter sp., Listeria sp.,  Streptococcus sp., Escherichia coli, Pasteurella sp. y Arcanobacterium sp.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Los animales tratados no deben sacrificarse para consumo humano hasta veintiún (21) días después de finalizado el tratamiento. La leche producida durante el tratamiento y seis (6) días después de finalizado el mismo, no debe darse al consumo humano. No administrar en animales hipersensibles a las tetraciclinas, animales gestantes y jóvenes por riesgo de deterioro en el desarrollo óseo y dental, ni en animales que tengan deficiencia hepática o renal y evitar su uso concomitante con otros productos nefrotóxicos o hepatotóxicos. No suministrar junto con antibióticos bactericidas. Consérvese a una temperatura inferior a 30°c en un lugar protegido de la luz.",LABORATORIOS DECNO S.A.S.,Colombia.,No aplica.,"Caja plegadiza que contiene frasco en vidrio ámbar tipo III con tapón de bromobutilo gris y agrafe de aluminio por 20, 50, 100, 250 o 500 mL.","Bovinos, Caprinos, Ovinos y Porcinos.","Carne: 21 dias
Leche: 6 días",Minerales,VIGENTE,COLOMBIA (Fabricado Nacional)
8420-MV,INTERNACIONAL FARMACEUTICA VETERINARIA  LTDA - FARMATEC LTDA.,VIGENTE,FARMECTIN 3.5%,"Cada 100 mL. de solución inyectable contiene:_x000D_
_x000D_
Ivermectina","_x000D_
_x000D_
3.5 g.","En bovinos para el tratamiento y control de:  Parásitos gastrointestinales: Haemonchus sp, Trichostrongylus axei, Cooperia sp, por 42 días Ostertagia ostertagi y Oesophagostomum radiatum por 49 días Parasito pulmonar: Dictyocaulus viviparus por 63 días.  Parásitos externos: Boophilus microplus por 75 días, Dermatobia hominis por 140 días, Psoroptes communis var. bovis, por 56 días.",Los animales tratados no deben sacrificarse para el consumo humano hasta 122 días después de finalizado el tratamiento.  No administrar a vacas en producción de leche para el consumo humano ni dentro de los 122 días anteriores al parto.  No administrar a animales menores de 4 meses de edad.  Uso Veterinario.  Mantener fuera del alcance de los niños.,Laboratorios  DECNO S.A.,Colombia.,No aplica.,"Envases de polietileno de alta densidad por 10, 20, 50, 100, 200, 500 y 1000 mL.",Bovinos.,"Carne: 122 dias_x000D_
Leche: No administrar vacas productoras consumo humano",OTROS,VIGENTE,COLOMBIA (Fabricado Nacional)
8421-MV,INTERNACIONAL FARMACEUTICA VETERINARIA  LTDA - FARMATEC LTDA.,VIGENTE,FARMECTIN 1.10 %,"Cada mL. de solución oral contiene:_x000D_
_x000D_
Ivermectina","_x000D_
_x000D_
11 mg.","En equinos para el tratamiento y control de parasitismo interno y externo causado por: parásitos internos: Strongylus vulgaris (adultos y larvas arteriales), Strongylus edentatus (adultos y larvas tisulares), Strongylus Equinus (adultos), Triodontophorus sp. (adultos), Cyathostomum sp., Cylicocyclus sp., Cylicostephanus sp., Oxyuris equi, Parascaris equorum, Trichostrongylus axei. Parásitos cutáneos: Onchocerca sp. (microfilarias), larvas de Habronema sp., Draschia sp., ayuda en el control de Habronema muscae, Gasterophilus sp.",Los animales tratados no deben sacrificarse para el consumo humano hasta 14 días después de finalizado el tratamiento. No suministrar a yeguas en gestación. No administrar a animales de especies diferentes a los equinos. Uso Veterinario. Manténgase fuera del alcance de los niños.,FARMATEC Ltda.,Colombia.,No aplica.,"Frascos de polietileno de alta densidad por 200, 500 y 1000 mL.",Equinos.,Carne: 14 dias,Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
8422-MV,DIMAPLAB S.A.S.,VIGENTE,YODIMAP NG,"Cada 100 mL. de solución contienen:_x000D_
_x000D_
Complejo yodado (Mezcla de nonil fenol etoxilado 10 moles (5.10 gramos) y yodo perlado (0.46 gramos))","_x000D_
_x000D_
5.56 g.",En vacas como antiséptico de pezones para uso externo antes y después del ordeño.,Uso Veterinario. Manténgase fuera del alcance de los niños.  Manéjese con precaución. Si el producto entra en contacto con los ojos o piel enjuague con grandes volúmenes de agua durante 15 minutos y consulte al medico.,DIMAPLAB S.A.S.,Colombia.,No aplica.,"Envases en PEAD por 1 litro y 1, 5, 15 y 55 galones (3.8, 19, 57 y 209 litros respectivamente).",Bovinos.,No requiere,Sellador,VIGENTE,COLOMBIA (Fabricado Nacional)
8423-MV,COMPAÑIA CALIFORNIA S.A.,VIGENTE,A-VIBEN ADE,"Cada mL. de solución inyectable contiene:_x000D_
_x000D_
Vitamina A palmitato_x000D_
Vitamina D3_x000D_
","_x000D_
_x000D_
500.000 U.I_x000D_
2.000 U.I","Indicado en bovinos, equinos, ovinos, caprinos y porcinos en deficiencias de vitaminas presentes en la formula.","Manténgase fuera del alcance de los niños. Uso Veterinario.  Consérvese en lugar fresco, seco y protegido de la luz.",Copañia Califormia S.A.,Colombia.,No aplica.,"Frascos de vidrio ámbar tipo II por 5, 10, 20, 25, 30, 50, 100, 200, 250 y 500 mililitros._x000D_
Caja por 5, 6, 10 y 12 frascos por mililitros.","Bovinos, Equinos, Ovinos, Caprinos y Porcinos",No requiere,,VIGENTE,COLOMBIA (Fabricado Nacional)
8425-MV,BIOCHEM FARMACEUTICA DE COLOMBIA S.A.,VIGENTE,CALCIOCHEM SUSPENSIÓN,"Cada 100 mL de suspensión oral contienen:

Fosfato tricálcico (equivalente a calcio 11,40 g)","

28,64 mg","En bovinos para el tratamiento de hipocalcemia, anterior o posterior al parto.  Coadyuvante en estados de raquitismo y osteomalacia.",Uso Veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Manténgase a una temperatura inferior a 30 °C.,BIOCHEM FARMACEUTICA DE COLOMBIA S.A.,Colombia.,No aplica.,Frasco en PET blanco con tapa plástica blanca por 350 mL.,Bovinos.,No aplica.,,VIGENTE,COLOMBIA (Fabricado Nacional)
8426-MV,THESEO Deutschland GmbH,VIGENTE,MENTOFIN,"Cada 100 mL. de solución contienen:_x000D_
_x000D_
Cineole (Aceite de eucalipto-eucalypti aetheroleum)_x000D_
Mentol (Levo-mentol)_x000D_
","_x000D_
_x000D_
_x000D_
7.5 g._x000D_
8.5 g._x000D_
","En aves como coadyuvante en el tratamiento de patologías relacionadas con el sistema respiratorio. Útil para disminuir las reacciones secundarias post- vacunales de Bronquitis Infecciosa, Newcastle y Laringotraqueitis.","Uso Veterinario. Manténgase fuera del alcance de los niños. No utilizar si se proporciona un aditivo simultáneamente en el agua de bebida. No suministrar conjuntamente con antibióticos. No suministrar en forma conjunta con vacunas vivas. Almacenar en un lugar fresco, protegido de la luz directa del sol, a una temperatura entre 15° y 25°C y humedad relativa inferior a 60%.",THESEO Deutschland GmbH,Alemania.,Insuveca Colombia S.A.S.,"Frascos en PEAD/PA con tapa de rosca y sello circular de aluminio por 250 o 1.000 mL. _x000D_
Caja de cartón con 20 frascos por 250 o 1.000 mL.",Aves,No aplica.,Antibióticos,VIGENTE,EXTRANJERO (Importado)
8427-MV,KLAX PHARMACEUTICS S.A.,VIGENTE,TERRAFORT 200 L.A.,"Cada mL. contiene:_x000D_
_x000D_
Oxitetraciclina","_x000D_
_x000D_
200 mg.","Indicado en bovinos, ovinos, porcinos, caprinos y aves para el control y tratamiento de enfermedades infecciosas ocasionadas por: Anaplasma sp., Streptococcus sp., Staphylococcus sp., Clostridium chauvoei, Clostridium septicum, Clostridium haemolyticum, Clostridium perfringens, Clostridium tetani, Escherichia coli, Campylobacter venerealis, Leptospira sp., Pasteurella sp y Listeria sp.  En aves por: Mycoplasma sp., Escherichia coli, Haemophilus gallinarum y Pasteurella multocida.",Manténgase fuera del alcance de los niños. Uso Veterinario.  Los animales tratados no deben sacrificarse para el consumo humano hasta 25 días después de finalizado el tratamiento. La leche producida durante el tratamiento y 6 días después de finalizado el mismo no debe darse al consumo humano. Las aves tratadas no deben sacrificarse para consumo humano hasta 7 días después de finalizado el mismo. No administrar en aves en periodo de postura. Venta bajo formula del Médico Veterinario.,VITROFARMA S.A.,Colombia.,No aplica.,"Frasco en vidrio ámbar tipo III por 10, 20, 50, 100, 250 y 500 mililitros.","Bovinos, Ovinos, Porcinos, Caprinos y Aves","Carne: 25 dias_x000D_
Aves: 7 dias_x000D_
Leche:144 horas",Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
8428-MV,DIMAPLAB S.A.S.,VIGENTE,DIMAPSELL 5000,"Cada 100 mL de solución contienen:

Complejo yodado [mezcla de nonil fenol etoxilado 10 moles (5,10 g) y yodo perlado (0,51 g)] c.s.p. 100 mL.","

5,61 g",Sellador de pezones para bovinos en etapa de lactancia. ,"Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No mezclar con otros químicos, ni diluir la fórmula. Almacenar a temperatura inferior de 30°C. ",DIMAPLAB S.A.S.,Colombia.,No aplica.,"Garrafa en PEAD con tapa en polipropileno por 1 L.
Garrafa en PEAD con tapa en polipropileno por 1, 5, 15 y 55 gal.",Bovinos.,No requiere,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
8429-MV,VALLÉE S.A.,VIGENTE,VALLÉEVITA ADE,"Cada 100 mL. de solucion inyectable contienen:_x000D_
_x000D_
Vitamina A_x000D_
Vitamina D_x000D_
Vitamina E","_x000D_
_x000D_
20.000.000 UI_x000D_
5.000.000 UI_x000D_
6.000 UI","Para el tratamiento y prevención de las deficiencias de vitaminas A, D, y E, en los casos de retardo de crecimiento, anorexia, estrés, disminución de la producción y para la mejora del desempeño reproductivo. Como coadyuvante en el tratamiento de enfermedades infecciosas y parasitarias",Manténgase fuera del alcance de los niños. Uso Veterinario. Algunos animales pueden presentar reacciones de hipersensibilidad a los activos de formulación,VALLÉE S.A.,Brasil.,No informa.,"Frasco en vidrio ambar tipo III por 50, 100 y 250 mL.",No informa.,NO informa,Biológicos,VIGENTE,EXTRANJERO (Importado)
8430-MV,FARMACEUTICA INTERNACIONAL DE GARANTÍA ANIMAL FIGA S.A.,VIGENTE,MASLEG L,"Cada 10 mL. de solución intramamaria contienen:_x000D_
_x000D_
Espiramicina adipato_x000D_
(Equivalente en espiramicina base 250 mg.)_x000D_
Neomicina sulfato_x000D_
(Equivalente en neomicina base 200 mg.)_x000D_
Prednisolona sodio fosfato_x000D_
(Equivalente en prednisolona base 5 mg.)_x000D_
","_x000D_
_x000D_
294 mg._x000D_
_x000D_
296 mg._x000D_
_x000D_
6.8 mg._x000D_
_x000D_
","En vacas en lactación, para el tratamiento de mastitis subclínicas causadas por Staphylococcus sp., Streptococcus sp., Escherichia coli, Corynebacterium sp., Klebsiella sp. y Mycoplasma sp.",Los animales tratados no deben sacrificarse para consumo humano hasta 16 días después de finalizado el tratamiento. La leche producida durante el tratamiento y 120 horas después de finalizado el mismo no debe darse al consumo humano. Uso Veterinario.  No administrar durante el último tercio de la gestación. Manténgase fuera del alcance de los niños. Venta bajo formula del Médico Veterinario. Almacénese a una temperatura a 25 °C.,Laboratorios DECNO S.A.S,Colombia.,No aplica.,"Jeringas en PEAD por 10 mL.  Cajas por 4, 12, 20 y 40 jeringas por 10 mL.",Bovinos,"Carne: 16 dias_x000D_
Leche: 120 horas",Productos con categoría toxicológica,VIGENTE,COLOMBIA (Fabricado Nacional)
8434-MV,PHARMAVET LTDA,VIGENTE,PAÑOS HÚMEDOS PARA MASCOTAS PETYS,"Cada 100 mL. de solución para uso externo contienen:_x000D_
_x000D_
Aqua_x000D_
Glycerin_x000D_
Fragance_x000D_
Phenoxyethanol (and) DMDM Hydantoin (and) Propylparaben_x000D_
Disodium cocoamphodiacetate_x000D_
Sodium laureth sulfate (and) magmesium laureth Sulfate (and) sodium laureth 8-Sulfate (and) sodium Oleth sulfate (and) magnesium oleth sulfate_x000D_
Panthenol_x000D_
Tetrasodium EDTA_x000D_
Tocopheryl acetate_x000D_
Cetearyl isononanoate (and) ceteareth-20 (and) Cetearyl alcohol (and) glyceryl stearate (and) glycerin (and) ceteareth-12 (and) cetyl palmitate_x000D_
Aloe barbadensis leaf juice","

100 mL.
1.5 g.
0.6 g.
0.5 g.
0.3 g.
0.2 g.


0.2 g.
0.1 g.
0.1 g.
0.08 g.


0.01 g.






",De uso externo para perros y gatos. Limpian y desodorizan dejando entre baño y baño un olor suave y fresco,"Uso Veterinario. Manténgase fuera del alcance de los niños y de las mascotas. Para uso externo únicamente. Si aparece algún signo de irritación, descontinuar el uso del producto y consultar al Médico Veterinario. No aplica.r sobre cortaduras, heridas o piel irritada. Temperatura de almacenamiento recomendada entre 15°C y 30°C en un lugar fresco y protegido de la luz directa del sol.",Familia del Pacífico S.A.,Colombia.,No aplica.,"Pote y caja de plástico en PEAD por 40 paños húmedos. Empaque flexible en PET-POLIAMIDA-PEBD por 10 y 25 paños húmedos. Caja plegadiza conteniendo 3 empaques flexibles en PET/LDPE 80 G por 10,20,50 y 80 paños.",Caninos y Felinos,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
8435-BV,VIRBAC S.A.,VIGENTE,ULTRA CORN,"Cada dosis de 2 mL. de suspension inyectable contiene:_x000D_
_x000D_
Lisado de Corynebacterim cutis commun","_x000D_
_x000D_
_x000D_
40 mg.","Indicado como estimulante de la inmunidad especifica de aves, porcinos, bovinos y ovinos. Coadyuvante de  en casos de enfermedad respiratoria cronica en aves y mastitis cronica en bovinos. Mejora los niveles de anticuarpos en calostro de bovinos, Ovinos y Porcinos",Uso Veterinario. Mantengase fuera del alcance de los niños. Almacenar entre 2 y 8°C. No congelar.,No informa.,No informa.,No informa.,Viales de vidrio tipo I por 2 y 10 mL. Cajas por 5 y 10 viales de 10 mL. y caja por 10 viales de 2 mL.,"Aves, Bovinos, Ovinos y Caprinos",No informa,Cosméticos,VIGENTE,EXTRANJERO (Importado)
